row ID,row m/z,row retention time,BLANK-A-16-N2.mzdata.xml Peak area,BLANK-A-15-N1.mzdata.xml Peak area,BLANK-A-13-N1.mzdata.xml Peak area,BLANK-A-12-N1.mzdata.xml Peak area,BLANK-A-14-N2.mzdata.xml Peak area,BLANK-A-12-N2.mzdata.xml Peak area,BLANK-A-11-N2.mzdata.xml Peak area,BLANK-A-14-N1.mzdata.xml Peak area,BLANK-A-11-N1.mzdata.xml Peak area,BLANK-A-15-N2.mzdata.xml Peak area,BLANK-A-13-N2.mzdata.xml Peak area,BLANK-A-16-N1.mzdata.xml Peak area,BLANK-C-14-N1.mzdata.xml Peak area,BLANK-C-11-N2.mzdata.xml Peak area,BLANK-C-12-N2.mzdata.xml Peak area,BLANK-C-14-N2.mzdata.xml Peak area,BLANK-C-12-N1.mzdata.xml Peak area,BLANK-C-13-N1.mzdata.xml Peak area,BLANK-C-11-N1.mzdata.xml Peak area,BLANK-A-18-N1.mzdata.xml Peak area,BLANK-A-18-N2.mzdata.xml Peak area,BLANK-C-13-N2.mzdata.xml Peak area,BLANK-A-17-N1.mzdata.xml Peak area,BLANK-A-17-N2.mzdata.xml Peak area,BLANK-C-16-N1.mzdata.xml Peak area,BLANK-C-17-N2.mzdata.xml Peak area,BLANK-C-16-N2.mzdata.xml Peak area,BLANK-C-15-N1.mzdata.xml Peak area,BPS-A1-10-N2.mzdata.xml Peak area,BLANK-C-15-N2.mzdata.xml Peak area,BLANK-C-18-N1.mzdata.xml Peak area,BLANK-C-17-N1.mzdata.xml Peak area,BLANK-C-18-N2.mzdata.xml Peak area,BPS-A1-10-N1.mzdata.xml Peak area,BPS-A1-0-N2.mzdata.xml Peak area,BPS-A1-0-N1.mzdata.xml Peak area,BPS-A1-14-N2.mzdata.xml Peak area,BPS-A1-13-N1.mzdata.xml Peak area,BPS-A1-16-N2.mzdata.xml Peak area,BPS-A1-11-N1.mzdata.xml Peak area,BPS-A1-13-N2.mzdata.xml Peak area,BPS-A1-14-N1.mzdata.xml Peak area,BPS-A1-12-N1.mzdata.xml Peak area,BPS-A1-15-N1.mzdata.xml Peak area,BPS-A1-16-N1.mzdata.xml Peak area,BPS-A1-11-N2.mzdata.xml Peak area,BPS-A1-12-N2.mzdata.xml Peak area,BPS-A1-15-N2.mzdata.xml Peak area,BPS-A1-6-N1.mzdata.xml Peak area,BPS-A1-6-N2.mzdata.xml Peak area,BPS-A1-17-N2.mzdata.xml Peak area,BPS-A1-5-N2.mzdata.xml Peak area,BPS-A1-7-N2.mzdata.xml Peak area,BPS-A1-5-N1.mzdata.xml Peak area,BPS-A1-3-N2.mzdata.xml Peak area,BPS-A1-3-N1.mzdata.xml Peak area,BPS-A1-18-N1.mzdata.xml Peak area,BPS-A1-17-N1.mzdata.xml Peak area,BPS-A1-7-N1.mzdata.xml Peak area,BPS-A1-18-N2.mzdata.xml Peak area,BPS-A2-12-N1.mzdata.xml Peak area,BPS-A2-12-N2.mzdata.xml Peak area,BPS-A2-10-N1.mzdata.xml Peak area,BPS-A1-8-N2.mzdata.xml Peak area,BPS-A2-11-N2.mzdata.xml Peak area,BPS-A1-8-N1.mzdata.xml Peak area,BPS-A1-9-N1.mzdata.xml Peak area,BPS-A2-10-N2.mzdata.xml Peak area,BPS-A2-11-N1.mzdata.xml Peak area,BPS-A1-9-N2.mzdata.xml Peak area,BPS-A2-0-N2.mzdata.xml Peak area,BPS-A2-0-N1.mzdata.xml Peak area,BPS-A2-15-N1.mzdata.xml Peak area,BPS-A2-16-N2.mzdata.xml Peak area,BPS-A2-18-N1.mzdata.xml Peak area,BPS-A2-15-N2.mzdata.xml Peak area,BPS-A2-17-N1.mzdata.xml Peak area,BPS-A2-13-N2.mzdata.xml Peak area,BPS-A2-14-N2.mzdata.xml Peak area,BPS-A2-17-N2.mzdata.xml Peak area,BPS-A2-16-N1.mzdata.xml Peak area,BPS-A2-14-N1.mzdata.xml Peak area,BPS-A2-13-N1.mzdata.xml Peak area,BPS-A2-18-N2.mzdata.xml Peak area,BPS-A2-9-N2.mzdata.xml Peak area,BPS-A2-7-N2.mzdata.xml Peak area,BPS-A2-9-N1.mzdata.xml Peak area,BPS-A2-6-N1.mzdata.xml Peak area,BPS-A2-6-N2.mzdata.xml Peak area,BPS-A2-8-N1.mzdata.xml Peak area,BPS-A2-8-N2.mzdata.xml Peak area,BPS-A2-7-N1.mzdata.xml Peak area,BPS-A2-3-N2.mzdata.xml Peak area,BPS-A2-5-N2.mzdata.xml Peak area,BPS-A2-5-N1.mzdata.xml Peak area,BPS-A2-3-N1.mzdata.xml Peak area,BPS-B-0-N2.mzdata.xml Peak area,BPS-B-0-N1.mzdata.xml Peak area,BPS-B-12-N1.mzdata.xml Peak area,BPS-B-10-N1.mzdata.xml Peak area,BPS-B-13-N1.mzdata.xml Peak area,BPS-B-12-N2.mzdata.xml Peak area,BPS-B-11-N2.mzdata.xml Peak area,BPS-B-13-N2.mzdata.xml Peak area,BPS-B-14-N1.mzdata.xml Peak area,BPS-B-10-N2.mzdata.xml Peak area,BPS-B-11-N1.mzdata.xml Peak area,BPS-B-14-N2.mzdata.xml Peak area,BPS-B-3-N1.mzdata.xml Peak area,BPS-B-5-N1.mzdata.xml Peak area,BPS-B-15-N2.mzdata.xml Peak area,BPS-B-16-N2.mzdata.xml Peak area,BPS-B-16-N1.mzdata.xml Peak area,BPS-B-5-N2.mzdata.xml Peak area,BPS-B-17-N2.mzdata.xml Peak area,BPS-B-17-N1.mzdata.xml Peak area,BPS-B-15-N1.mzdata.xml Peak area,BPS-B-18-N2.mzdata.xml Peak area,BPS-B-18-N1.mzdata.xml Peak area,BPS-B-3-N2.mzdata.xml Peak area,BPS-C1-0-N2.mzdata.xml Peak area,BPS-C1-0-N1.mzdata.xml Peak area,BPS-C1-10-N1.mzdata.xml Peak area,BPS-C1-10-N2.mzdata.xml Peak area,BPS-B-6-N2.mzdata.xml Peak area,BPS-B-6-N1.mzdata.xml Peak area,BPS-B-8-N2.mzdata.xml Peak area,BPS-B-8-N1.mzdata.xml Peak area,BPS-B-9-N2.mzdata.xml Peak area,BPS-B-7-N2.mzdata.xml Peak area,BPS-B-9-N1.mzdata.xml Peak area,BPS-B-7-N1.mzdata.xml Peak area,BPS-C1-12-N1.mzdata.xml Peak area,BPS-C1-11-N2.mzdata.xml Peak area,BPS-C1-14-N2.mzdata.xml Peak area,BPS-C1-16-N1.mzdata.xml Peak area,BPS-C1-13-N2.mzdata.xml Peak area,BPS-C1-13-N1.mzdata.xml Peak area,BPS-C1-11-N1.mzdata.xml Peak area,BPS-C1-14-N1.mzdata.xml Peak area,BPS-C1-15-N1.mzdata.xml Peak area,BPS-C1-16-N2.mzdata.xml Peak area,BPS-C1-12-N2.mzdata.xml Peak area,BPS-C1-15-N2.mzdata.xml Peak area,BPS-C1-6-N1.mzdata.xml Peak area,BPS-C1-5-N2.mzdata.xml Peak area,BPS-C1-5-N1.mzdata.xml Peak area,BPS-C1-18-N2.mzdata.xml Peak area,BPS-C1-3-N2.mzdata.xml Peak area,BPS-C1-3-N1.mzdata.xml Peak area,BPS-C1-6-N2.mzdata.xml Peak area,BPS-C1-18-N1.mzdata.xml Peak area,BPS-C1-17-N1.mzdata.xml Peak area,BPS-C1-7-N2.mzdata.xml Peak area,BPS-C1-7-N1.mzdata.xml Peak area,BPS-C1-17-N2.mzdata.xml Peak area,BPS-C1-9-N1.mzdata.xml Peak area,BPS-C1-9-N2.mzdata.xml Peak area,BPS-C2-11-N1.mzdata.xml Peak area,BPS-C1-8-N2.mzdata.xml Peak area,BPS-C2-0-N2.mzdata.xml Peak area,BPS-C2-10-N1.mzdata.xml Peak area,BPS-C2-12-N1.mzdata.xml Peak area,BPS-C2-11-N2.mzdata.xml Peak area,BPS-C2-12-N2.mzdata.xml Peak area,BPS-C1-8-N1.mzdata.xml Peak area,BPS-C2-10-N2.mzdata.xml Peak area,BPS-C2-0-N1.mzdata.xml Peak area,BPS-C2-13-N2.mzdata.xml Peak area,BPS-C2-15-N1.mzdata.xml Peak area,BPS-C2-14-N2.mzdata.xml Peak area,BPS-C2-14-N1.mzdata.xml Peak area,BPS-C2-16-N1.mzdata.xml Peak area,BPS-C2-17-N1.mzdata.xml Peak area,BPS-C2-18-N2.mzdata.xml Peak area,BPS-C2-18-N1.mzdata.xml Peak area,BPS-C2-13-N1.mzdata.xml Peak area,BPS-C2-16-N2.mzdata.xml Peak area,BPS-C2-15-N2.mzdata.xml Peak area,BPS-C2-17-N2.mzdata.xml Peak area,BPS-C2-8-N2.mzdata.xml Peak area,BPS-C2-7-N1.mzdata.xml Peak area,BPS-C2-6-N2.mzdata.xml Peak area,BPS-C2-5-N2.mzdata.xml Peak area,BPS-C2-3-N2.mzdata.xml Peak area,BPS-C2-9-N1.mzdata.xml Peak area,BPS-C2-8-N1.mzdata.xml Peak area,BPS-C2-5-N1.mzdata.xml Peak area,BPS-C2-6-N1.mzdata.xml Peak area,BPS-C2-9-N2.mzdata.xml Peak area,BPS-C2-7-N2.mzdata.xml Peak area,BPS-C2-3-N1.mzdata.xml Peak area,BPS-D-12-N2.mzdata.xml Peak area,BPS-D-11-N1.mzdata.xml Peak area,BPS-D-14-N2.mzdata.xml Peak area,BPS-D-14-N1.mzdata.xml Peak area,BPS-D-0-N2.mzdata.xml Peak area,BPS-D-11-N2.mzdata.xml Peak area,BPS-D-0-N1.mzdata.xml Peak area,BPS-D-10-N2.mzdata.xml Peak area,BPS-D-13-N1.mzdata.xml Peak area,BPS-D-10-N1.mzdata.xml Peak area,BPS-D-12-N1.mzdata.xml Peak area,BPS-D-13-N2.mzdata.xml Peak area,BPS-D-15-N2.mzdata.xml Peak area,BPS-D-16-N2.mzdata.xml Peak area,BPS-D-15-N1.mzdata.xml Peak area,BPS-D-5-N1.mzdata.xml Peak area,BPS-D-18-N2.mzdata.xml Peak area,BPS-D-18-N1.mzdata.xml Peak area,BPS-D-16-N1.mzdata.xml Peak area,BPS-D-17-N1.mzdata.xml Peak area,BPS-D-3-N1.mzdata.xml Peak area,BPS-D-17-N2.mzdata.xml Peak area,BPS-D-3-N2.mzdata.xml Peak area,BPS-D-5-N2.mzdata.xml Peak area,BPS-D-9-N1.mzdata.xml Peak area,BPS-D-9-N2.mzdata.xml Peak area,BPS-E-0-N2.mzdata.xml Peak area,BPS-E-0-N1.mzdata.xml Peak area,BPS-D-6-N1.mzdata.xml Peak area,BPS-D-7-N1.mzdata.xml Peak area,BPS-D-6-N2.mzdata.xml Peak area,BPS-D-8-N1.mzdata.xml Peak area,BPS-D-8-N2.mzdata.xml Peak area,BPS-E-10-N2.mzdata.xml Peak area,BPS-D-7-N2.mzdata.xml Peak area,BPS-E-10-N1.mzdata.xml Peak area,BPS-E-15-N1.mzdata.xml Peak area,BPS-E-11-N1.mzdata.xml Peak area,BPS-E-15-N2.mzdata.xml Peak area,BPS-E-12-N1.mzdata.xml Peak area,BPS-E-16-N1.mzdata.xml Peak area,BPS-E-16-N2.mzdata.xml Peak area,BPS-E-14-N1.mzdata.xml Peak area,BPS-E-13-N2.mzdata.xml Peak area,BPS-E-14-N2.mzdata.xml Peak area,BPS-E-12-N2.mzdata.xml Peak area,BPS-E-13-N1.mzdata.xml Peak area,BPS-E-11-N2.mzdata.xml Peak area,BPS-E-6-N2.mzdata.xml Peak area,BPS-E-6-N1.mzdata.xml Peak area,BPS-E-5-N2.mzdata.xml Peak area,BPS-E-3-N2.mzdata.xml Peak area,BPS-E-17-N2.mzdata.xml Peak area,BPS-E-18-N1.mzdata.xml Peak area,BPS-E-7-N1.mzdata.xml Peak area,BPS-E-5-N1.mzdata.xml Peak area,BPS-E-3-N1.mzdata.xml Peak area,BPS-E-18-N2.mzdata.xml Peak area,BPS-E-7-N2.mzdata.xml Peak area,BPS-E-17-N1.mzdata.xml Peak area,BPS-F-11-N2.mzdata.xml Peak area,BPS-F-10-N1.mzdata.xml Peak area,BPS-F-11-N1.mzdata.xml Peak area,BPS-F-10-N2.mzdata.xml Peak area,BPS-F-0-N2.mzdata.xml Peak area,BPS-F-12-N2.mzdata.xml Peak area,BPS-E-8-N2.mzdata.xml Peak area,BPS-F-0-N1.mzdata.xml Peak area,BPS-F-12-N1.mzdata.xml Peak area,BPS-E-8-N1.mzdata.xml Peak area,BPS-E-9-N1.mzdata.xml Peak area,BPS-E-9-N2.mzdata.xml Peak area,BPS-F-18-N1.mzdata.xml Peak area,BPS-F-14-N2.mzdata.xml Peak area,BPS-F-18-N2.mzdata.xml Peak area,BPS-F-13-N1.mzdata.xml Peak area,BPS-F-15-N2.mzdata.xml Peak area,BPS-F-17-N2.mzdata.xml Peak area,BPS-F-17-N1.mzdata.xml Peak area,BPS-F-16-N2.mzdata.xml Peak area,BPS-F-13-N2.mzdata.xml Peak area,BPS-F-14-N1.mzdata.xml Peak area,BPS-F-16-N1.mzdata.xml Peak area,BPS-F-15-N1.mzdata.xml Peak area,BPS-F-6-N2.mzdata.xml Peak area,BPS-F-7-N2.mzdata.xml Peak area,BPS-F-9-N1.mzdata.xml Peak area,BPS-F-3-N1.mzdata.xml Peak area,BPS-F-5-N1.mzdata.xml Peak area,BPS-F-8-N2.mzdata.xml Peak area,BPS-F-3-N2.mzdata.xml Peak area,BPS-F-7-N1.mzdata.xml Peak area,BPS-F-6-N1.mzdata.xml Peak area,BPS-F-5-N2.mzdata.xml Peak area,BPS-F-8-N1.mzdata.xml Peak area,BPS-F-9-N2.mzdata.xml Peak area,Blank-A-10-N2.mzdata.xml Peak area,Blank-A-10-N1.mzdata.xml Peak area,Blank-A-3-N2.mzdata.xml Peak area,Blank-A-6-N2.mzdata.xml Peak area,Blank-A-3-N1.mzdata.xml Peak area,Blank-A-7-N2.mzdata.xml Peak area,Blank-A-5-N1.mzdata.xml Peak area,Blank-A-5-N2.mzdata.xml Peak area,Blank-A-7-N1.mzdata.xml Peak area,Blank-A-6-N1.mzdata.xml Peak area,Blank-A-0-N1.mzdata.xml Peak area,Blank-A-0-N2.mzdata.xml Peak area,Blank-C-10-N2.mzdata.xml Peak area,Blank-A-9-N1.mzdata.xml Peak area,Blank-C-0-N2.mzdata.xml Peak area,Blank-C-3-N1.mzdata.xml Peak area,Blank-C-0-N1.mzdata.xml Peak area,Blank-C-3-N2.mzdata.xml Peak area,Blank-A-8-N2.mzdata.xml Peak area,Blank-C-10-N1.mzdata.xml Peak area,Blank-C-5-N2.mzdata.xml Peak area,Blank-A-8-N1.mzdata.xml Peak area,Blank-A-9-N2.mzdata.xml Peak area,Blank-C-5-N1.mzdata.xml Peak area,Blank-C-9-N1.mzdata.xml Peak area,Blank-C-7-N2.mzdata.xml Peak area,Blank-C-8-N1.mzdata.xml Peak area,Blank-C-6-N1.mzdata.xml Peak area,Blank-C-7-N1.mzdata.xml Peak area,Blank-C-6-N2.mzdata.xml Peak area,Blank-C-9-N2.mzdata.xml Peak area,Blank-C-8-N2.mzdata.xml Peak area,
1,284.1662567493527,11.786046511627902,1288929.31640625,0,182402.314453125,3294.9756774902344,0,0,0,0,2670.1846618652344,0,168373.4443359375,2532722.0625,3573.3220825195312,2505.5799865722656,0,1143.6710815429688,0,3475.36962890625,3617.643768310547,0,991.1538391113281,0,374859.19921875,1430272.51171875,793.125,2687.8709106445312,3085.245849609375,0,0,0,5771.806549072266,2684.8970947265625,0,0,0,0,0,0,1900639.06640625,0,0,0,0,0,2307375.59765625,0,0,1099.0208129882812,0,0,2390528.953125,0,0,0,0,1125.399169921875,1268.00830078125,2240784.4453125,1216.125,0,0,0,0,0,0,0,0,0,0,1211.2734375,1653.015380859375,967.4122009277344,0,658672.0546875,0,0,1293437.75390625,0,2286.069580078125,1208944.20703125,1526577.83203125,0,2596.83544921875,1019.4106750488281,0,0,0,0,1111.1738891601562,1851.0,2616.7574157714844,0,0,0,0,0,0,1075.3846435546875,0,0,0,0,0,0,0,0,2116.9207763671875,0,0,0,0,0,4648.565368652344,0,0,6263.861389160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441.3500366210938,0,6013.081970214844,0,0,0,0,0,3026.911102294922,0,0,0,0,0,0,0,0,0,1470.1894226074219,0,0,0,0,1234.0000305175781,0,0,0,0,0,0,0,0,0,0,0,1339.5601501464844,2386.9951171875,0,0,0,0,0,0,0,3487.9937438964844,1854.0669250488281,3762.273193359375,0,1251.6462707519531,0,0,0,1101.9423522949219,1929.0493469238281,0,1473.4736938476562,0,0,0,0,0,0,0,1847.3468627929688,0,0,0,1627.8299560546875,0,0,0,0,0,1561.4408569335938,0,4741.8369140625,3297.7875366210938,2619.0079650878906,0,0,0,0,0,0,0,0,0,0,0,952.4832458496094,0,0,0,0,1333.8000183105469,0,0,0,0,3080.6402893066406,2881.5775451660156,0,0,0,2635.2687377929688,0,0,0,0,0,0,1205.4082946777344,1508.6725158691406,1209.2000427246094,0,0,4018.0848999023438,0,1929.75,0,0,0,0,0,0,0,0,0,0,1135.894775390625,0,4770.071044921875,0,0,0,0,0,0,3297.952606201172,0,0,3365.2110900878906,0,0,1420.2268981933594,2929.361114501953,975.0951232910156,0,0,0,0,0,1386.0749816894531,0,0,621250.6171875,1402690.5703125,0,0,0,0,0,0,0,0,0,0,2178.152069091797,0,0,0,0,0,0,0,0,0,757.3499908447266,0,0,0,0,0,0,0,0,0,
2,240.1902822494507,10.403437500000056,690563.5078125,813875.6015625,1217.7749633789062,1509578.16796875,1003575.84375,878976.140625,808441.7109375,1498335.36328125,1535413.1484375,1467300.83203125,4900.8109130859375,632920.1953125,1586285.2734375,865044.2578125,934316.90625,908905.8046875,893321.390625,944725.1015625,1620702.71484375,1632500.2265625,1478533.65234375,1581659.0625,302112.65625,747642.884765625,1597943.94140625,1808250.1640625,908883.09375,951848.34375,916342.734375,949319.2265625,910951.5,1527500.15625,908441.71875,1537101.84375,1648590.6328125,899205.2578125,1013393.71875,884367.046875,522692.859375,843359.8359375,1572053.23828125,910218.1640625,1429742.015625,931206.4921875,393941.28515625,914477.0859375,775188.8203125,1614819.2109375,817828.5,1563264.375,193237.95703125,1635620.8125,1489367.23828125,1570657.65234375,1609479.3515625,1593512.3203125,1509258.0,446270.6953125,859343.6484375,925259.859375,663140.0390625,631512.703125,817084.6640625,818062.171875,1501044.46875,895840.9453125,1701653.3671875,827512.828125,869151.703125,921046.4765625,932522.859375,911368.125,1585600.6875,834450.5859375,917863.21875,1547052.046875,616514.671875,1402723.265625,943582.921875,564698.0390625,577040.8828125,1573104.33984375,1559600.8359375,1467788.00390625,1424350.4296875,1456171.39453125,721392.3046875,825610.78125,876216.28125,861059.2734375,1478014.30078125,833656.2421875,1524670.96875,1557891.76171875,827684.8359375,833127.1640625,974974.40625,981323.203125,971187.140625,890359.265625,1046729.25,894012.65625,909735.5625,927858.609375,1022187.046875,1680460.8046875,1641998.2265625,988149.375,1832165.6953125,866913.1875,1071363.609375,1664674.60546875,989265.75,1857389.2734375,1497384.9375,902975.5078125,996745.921875,1049356.828125,1592820.6328125,1796471.9296875,882203.3203125,1589882.2265625,1499738.05078125,1555024.125,1628051.8359375,1687989.8671875,966359.4609375,952145.7890625,1847547.046875,1697063.71875,1829641.96875,942237.9375,1388473.8515625,880066.171875,1553035.359375,991166.6953125,892456.9453125,938519.015625,897523.875,937379.0390625,1631839.5,953818.5,939223.2421875,1592192.30859375,943623.4921875,1725197.90625,834297.6328125,1552760.203125,838838.4375,1595462.6953125,1555371.3984375,899181.09375,1096903.21875,898448.2265625,857481.1640625,1028098.828125,959560.40625,1621149.140625,1535324.34375,824610.7734375,1569274.48828125,869156.109375,792011.0859375,934304.2265625,888407.625,1637783.84765625,899065.734375,914466.1875,1514826.3046875,979021.21875,1613048.953125,1572651.0234375,1579210.21875,863916.84375,1556592.4453125,910160.2734375,888003.0,992196.84375,1038158.578125,1049979.328125,799710.1875,881180.3671875,1627149.984375,926921.3203125,1586851.3359375,1004712.984375,1554200.21484375,1697063.4375,998881.546875,1623603.6328125,853964.1328125,866274.328125,904592.6953125,1606203.6796875,1598976.2578125,1609096.93359375,918371.5078125,1594996.7578125,1591467.9609375,1542222.65625,1550487.92578125,869934.1875,885926.7421875,1573025.87109375,1715442.65625,940100.765625,1054120.921875,916119.2109375,1032040.6875,1581315.80859375,1672690.2890625,830092.3125,863729.859375,1883461.546875,908957.671875,830665.7578125,1653865.0546875,891896.8125,1608918.609375,945492.09375,878743.21875,1604251.8515625,821180.3671875,835999.3359375,826062.28125,1570015.1484375,863459.4609375,988568.296875,1016808.890625,907042.828125,957574.21875,946976.4140625,952010.15625,976766.7421875,1641246.4453125,933813.2578125,1598066.68359375,1040521.265625,926880.3515625,1637063.8359375,894012.046875,944301.0,892847.296875,1568583.75,843078.7265625,1517086.5703125,1772873.71875,903646.265625,894188.8359375,1277837.765625,870124.40625,1217333.15625,1580171.9765625,832977.515625,875568.84375,877009.125,838695.28125,938054.015625,886846.1015625,1690558.828125,934247.2265625,1589437.8515625,919604.4375,1726158.2578125,1477897.8515625,1544024.390625,902856.0703125,1541405.47265625,1670402.4609375,851574.0,827476.0546875,954650.2265625,895806.796875,938279.6953125,1630375.2890625,1692474.5859375,832055.6484375,1523392.01953125,1443131.00390625,837178.1484375,991888.6171875,856398.9140625,894789.5625,1594735.6171875,1613722.546875,832593.234375,1577563.6171875,1687149.41015625,859375.25390625,516333.6328125,1230203.578125,1553995.6875,1016373.3984375,1131316.640625,1134589.125,1070686.1953125,999332.7890625,1274829.62109375,1057118.2734375,1319323.142578125,848516.015625,1598658.4921875,1457744.220703125,1046685.84375,1142826.234375,1274051.4375,1494023.53125,840352.4765625,1170545.4375,941663.71875,797451.5625,1126109.8125,1581304.171875,1604237.0859375,1204142.00390625,1547578.2890625,1627903.4296875,815535.140625,1581481.53515625,948243.75,
3,940.0009155273438,0.8221875000000012,3.765909375E7,3.8679202125E7,3.452622675E7,4.290653325E7,3.945759975E7,2.820534121875E7,2.854859465625E7,2.83306093125E7,2.842914271875E7,2.9912748375E7,324080.2346191406,3.78123615E7,2.92942138125E7,3.01963411875E7,2.93703763125E7,4.01240476875E7,3.671967975E7,2.7490104E7,3.1462524375E7,3.7054386375E7,3.81130423125E7,3.01516216875E7,3.522834103125E7,4.6208238375E7,3.98276379375E7,3.3954120375E7,3.724905628125E7,2.9899681875E7,2.7479826E7,4.17641475E7,3.8216031375E7,3.49224429375E7,3.48089964375E7,2.88382963125E7,3.2092509375E7,862309.4765625,3.86380149375E7,2.953749084375E7,3.60196580625E7,2.788961971875E7,3.67284485625E7,2.78952075E7,2.63983828125E7,2.981461875E7,2.5046704546875E7,2.617560571875E7,2.84663788125E7,3.7649143875E7,2.842751596875E7,3.037505325E7,3.3777879890625E7,3.27358614375E7,3.14078814375E7,3.49764755625E7,3.14242245E7,3.141475125E7,3.60206608125E7,3.4497526078125E7,3.21034929375E7,2.956325990625E7,2.7646282125E7,2.816794921875E7,2.78400148125E7,2.91858571875E7,2.712357703125E7,3.31856833125E7,2.9913922875E7,2.8586071875E7,3.0687708375E7,3.108390271875E7,3.294178425E7,3.13458365625E7,2.594635265625E7,3.42699958125E7,3.4685250234375E7,2.975505909375E7,3.0958288875E7,2.9765048625E7,3.6821501625E7,3.448031053125E7,3.3232678125E7,2.7282982125E7,3.70413095625E7,3.26129319375E7,2.761333575E7,3.23156195625E7,2.737077103125E7,3.227142984375E7,3.53027218125E7,3.24078871875E7,3.21345819375E7,3.379606190625E7,3.1525192875E7,2.94985366875E7,3.178622896875E7,3.39706014375E7,3.226250625E7,3.26604159375E7,2.82179930625E7,2.93943195E7,2.94638514375E7,3.258912675E7,2.9356779375E7,3.0517419375E7,3.88208685E7,3.0607330125E7,2.960221078125E7,3.0729788625E7,3.52430255625E7,3.20656618125E7,3.0027259125E7,3.65398250625E7,4.0083057375E7,3.55288250625E7,3.84744031875E7,3.45135165E7,3.96100588125E7,3.36650480625E7,3.7882972875E7,3.49020435E7,3.40920110625E7,3.17598958125E7,2.90631796875E7,3.06376708125E7,3.18224585625E7,3.15461715E7,3.2851008375E7,3.064730840625E7,3.1409876625E7,3.32258934375E7,3.37464755625E7,3.16745570625E7,2.87148031875E7,3.0027558375E7,3.93560480625E7,3.7585240875E7,2.724195375E7,3.2118762375E7,3.196647E7,3.1326208875E7,3.1406594625E7,3.731885971875E7,2.729733928125E7,2.7527005125E7,3.453038925E7,3.6968210625E7,3.1874918625E7,3.327173025E7,3.36998375625E7,3.3670619625E7,3.18383671875E7,3.620740490625E7,3.292347196875E7,3.645475153125E7,3.48151245E7,3.17125539375E7,3.1556318625E7,3.40675479375E7,2.82940584375E7,3.0479930625E7,3.26943133125E7,3.0523507875E7,3.070621659375E7,3.14754560625E7,2.82321945E7,3.040450275E7,3.29040016875E7,3.104061675E7,3.819427575E7,2.725887384375E7,2.851572075E7,2.6233279125E7,3.58340355E7,3.4048826625E7,3.32148523125E7,3.693364546875E7,3.4195879125E7,3.55710675E7,4.0153848E7,3.360409359375E7,3.482718075E7,3.33049719375E7,3.09744249375E7,3.5872649625E7,3.3724295625E7,2.85313875E7,3.257228175E7,3.17347655625E7,3.81671323125E7,2.91588058125E7,3.27927159375E7,3.30989835E7,3.0219843375E7,2.899573771875E7,3.876702075E7,2.82484299375E7,3.50165094375E7,2.830244334375E7,3.42867885E7,2.912241665625E7,3.1002254625E7,3.035764978125E7,3.1410588E7,3.0749113875E7,3.15711279375E7,3.7035337125E7,4.356607125E7,3.213366609375E7,3.31237884375E7,3.9055342125E7,3.780760275E7,3.758693971875E7,3.1271237625E7,3.423395175E7,3.2650962375E7,3.48688903125E7,2.8549537125E7,2.999091946875E7,3.2493489E7,3.09859089375E7,3.269883534375E7,3.00999155625E7,2.92808863125E7,3.30654339375E7,3.666959775E7,2.9650873875E7,3.295467328125E7,3.21135931875E7,3.9237988125E7,3.03774980625E7,3.0425193375E7,4.45788770625E7,3.97816629375E7,3.751516725E7,3.06083225625E7,3.035301525E7,3.96405170625E7,4.3649665125E7,3.1877425125E7,520401.2900390625,3.376164E7,3.0671676E7,3.2305284E7,3.4145293125E7,3.92531694375E7,4.144438040625E7,3.69212600625E7,3.24662600625E7,3.0665368875E7,494082.80712890625,3.35931945E7,3.66684755625E7,3.0232915125E7,3.04290084375E7,3.160933425E7,3.37751829375E7,3.50260865625E7,3.03269064375E7,3.49098496875E7,3.19612115625E7,4.361279625E7,3.49666644375E7,3.3426684375E7,2.89476058125E7,3.6515217375E7,3.9420967125E7,3.71958808125E7,3.96582195E7,3.00489969375E7,3.6419403E7,3.98760478125E7,3.9638687625E7,3.031915425E7,3.41449670625E7,3.9306295125E7,2.97978350625E7,3.29437138125E7,3.30544696875E7,3.07763371875E7,3.8678103E7,3.465146475E7,3.40970011875E7,3.52674204375E7,3.27322471875E7,3.21297166875E7,3.326697225E7,3.21621320625E7,3.20467995E7,4.590327075E7,3.80283549375E7,5.823756375E7,4.2095621625E7,5.4907058625E7,5.3046050625E7,4.997867475E7,5.5528685625E7,5.42245895625E7,4.7461389E7,5.7798720375E7,5.51202845625E7,4.07451534375E7,4.986428325E7,5.88310365E7,5.4304866375E7,5.46627945E7,5.7065049E7,4.3247962875E7,4.45372475625E7,5.846720625E7,4.45252715625E7,4.08193918125E7,5.0348390625E7,3.88660183125E7,4.3087853625E7,4.44898155E7,3.87824645625E7,4.11989985E7,4.77347885625E7,4.073433675E7,4.7674207125E7,
