index,mzmed,rtmed,matched,qSvsMB,qSvsNC,modelPredicted,predictVal,BLANK-A_0,BLANK-A_0.5,BLANK-A_1,BLANK-A_2,BLANK-A_3,BLANK-A_4,BLANK-A_5,BLANK-A_6,BLANK-A_7,BLANK-A_8,BLANK-A_9,BLANK-A_10,BLANK-A_11,BPF-A1_0,BPF-A1_0.5,BPF-A1_1,BPF-A1_2,BPF-A1_3,BPF-A1_4,BPF-A1_5,BPF-A1_6,BPF-A1_7,BPF-A1_8,BPF-A1_9,BPF-A1_10,BPF-A2_0,BPF-A2_0.5,BPF-A2_1,BPF-A2_2,BPF-A2_3,BPF-A2_4,BPF-A2_5,BPF-A2_6,BPF-A2_7,BPF-A2_8,BPF-A2_9,BPF-A2_10,BPF-B_0,BPF-B_0.5,BPF-B_1,BPF-B_2,BPF-B_3,BPF-B_4,BPF-B_5,BPF-B_6,BPF-B_7,BPF-B_8,BPF-B_9,BPF-B_10
2960,2960,341.13765349211513,1.3,0,5.57546968705456e-14,1.0,0,0,12194.06298828125,14688.0673828125,13603.240234375,1249.5626220703125,1346.75634765625,0.0,506.1534729003906,717.3596801757812,0.0,0.0,0.0,0.0,0.0,0.0,11595.2294921875,3145.9300537109375,0.0,778.60546875,564.73486328125,0.0,0.0,0.0,0.0,0.0,0.0,12243.404296875,10696.1953125,1428.5013427734375,896.80029296875,592.6709594726562,426.6842041015625,0.0,676.9445190429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,2965,184.57720947265625,1.7,0,4.758848047402588e-13,4.758848047402588e-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5043.2373046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,2969,940.000918290252,9.214814814814817,0,1.0125861042238529,1.0728903891351187,0,0,102652.671875,109118.09765625,70455.2734375,90634.58203125,111125.814453125,174849.7265625,77526.87890625,104630.625,78674.61328125,105934.9140625,105806.09765625,109250.609375,103147.01953125,81076.58984375,86843.74609375,97120.4609375,101890.19921875,76753.09765625,73612.04296875,79320.18359375,111114.3984375,106848.59375,105603.984375,118330.38671875,118118.74609375,91330.125,97154.30078125,73485.46484375,75084.8125,95550.20703125,119202.0859375,90481.25390625,99289.51953125,91081.90625,103824.953125,91854.5703125,110521.9140625,80312.3125,72977.48046875,95873.8046875,76920.8203125,103539.5390625,76126.8046875,192014.2890625,93562.7421875,108040.125,108221.20703125,109513.15625,110577.77734375
2970,2970,213.05882199605307,8.24102564102565,0,0.02870908770299397,0.007112774108741571,0,0,0.0,0.0,0.0,658.2859497070312,474.2032470703125,1167.4384155273438,0.0,838.46826171875,390.720703125,788.147216796875,1126.0179443359375,1092.7486267089844,475.3245391845703,977.7649536132812,406.9424133300781,390.22222900390625,784.0173950195312,4545.4852294921875,98186.5078125,1799.3365478515625,567.6451721191406,400.839111328125,787.32568359375,316.5274353027344,0.0,0.0,425.3269348144531,846.9375,581.6065063476562,5038.4189453125,1132638.30859375,523510.875,38445.446044921875,3348.8721923828125,1168.1358642578125,3129.4156494140625,1534.0592041015625,0.0,0.0,689.6199951171875,0.0,0.0,537.6240234375,1511.9066162109375,6142.160949707031,5740.2099609375,5166.045654296875,5838.7000732421875,496.5625
2975,2975,942.0020954983294,1.3946280991735516,0,1.1132538723639063,0.9344559204424114,0,0,50921.744140625,46028.82421875,34240.6171875,29471.5615234375,26478.490234375,22307.0576171875,27887.3046875,21924.4375,28019.53515625,25021.3974609375,30592.005859375,31477.806640625,20756.0322265625,47794.08203125,45628.41015625,28569.88671875,31612.2001953125,27104.9453125,25641.7060546875,25284.0244140625,26676.84375,39691.021484375,34365.5537109375,33600.001953125,33815.97265625,49439.57421875,43701.2109375,30078.541015625,28086.4365234375,25735.1044921875,20947.54345703125,26892.041015625,18467.13525390625,33130.9033203125,39724.880859375,34115.689453125,30526.8935546875,46350.42578125,46396.3203125,42195.533203125,45122.7421875,43684.22265625,33772.783203125,40587.828125,29160.1787109375,20680.7548828125,34115.3046875,32489.9599609375,29953.0419921875
2979,2979,227.0681300307765,2.0393939393939395,0,5.480937967894695e-15,0.6965277131443931,0,0,0.0,0.0,0.0,80610.09765625,0.0,0.0,0.0,38781.458984375,0.0,18632.890625,27181.9521484375,0.0,0.0,0.0,0.0,60486.662109375,131772.51171875,0.0,0.0,0.0,15750.27294921875,0.0,2934.312744140625,0.0,0.0,0.0,0.0,83535.0625,125327.234375,0.0,0.0,0.0,12555.24853515625,0.0,2252.49853515625,3267.4522705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,2980,203.08211453755698,4.1199999999999966,0,2.2144981257671797e-13,1.0034662048753322,0,0,40978.37109375,27989.0205078125,6398.57861328125,6239.17333984375,0.0,0.0,0.0,11338.091796875,0.0,13671.604614257812,14690.41796875,0.0,0.0,39564.783203125,35335.416015625,6743.258056640625,7966.92724609375,0.0,0.0,0.0,0.0,0.0,10428.75390625,0.0,0.0,40343.5,37311.57421875,9270.142578125,7734.595458984375,0.0,0.0,0.0,5324.72998046875,0.0,6630.7001953125,16520.21875,0.0,1705.6997680664062,1708.0455322265625,943.1571044921875,1766.3170166015625,1966.5469970703125,2192.0584716796875,2196.9140014648438,0.0,835.4146728515625,0.0,0.0,0.0
2981,2981,282.08268950706304,2.3534883720930226,0,2.5382043270749867e-13,0.8307089088449934,0,0,45832.83203125,0.0,13270.16015625,18184.5625,0.0,0.0,0.0,13981.66748046875,0.0,6235.1611328125,8073.66650390625,0.0,0.0,44128.251953125,2869.711669921875,23650.5146484375,33267.2275390625,0.0,0.0,0.0,8234.11962890625,0.0,6855.0791015625,0.0,0.0,43870.859375,5850.18115234375,24037.5595703125,26105.0263671875,0.0,804.4223022460938,0.0,5096.6728515625,763.772216796875,3266.61328125,5834.91357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.55029296875
2985,2985,122.97095035819851,9.445679012345703,0,0.74856050557331,1.0047958573866946,0,0,24151.0302734375,31920.5146484375,24509.2802734375,36205.8212890625,22863.3857421875,28962.1376953125,22993.8115234375,36373.029296875,22572.88671875,34762.033203125,36895.998046875,35664.126953125,37060.515625,23533.2041015625,27725.75,29804.103515625,27655.8779296875,23241.330078125,22813.9345703125,22667.9716796875,36158.740234375,23296.81640625,34951.185546875,36478.33203125,36636.509765625,22934.033203125,48194.146484375,26331.6416015625,22656.33984375,22520.74609375,27451.529296875,23046.884765625,35729.85546875,36234.216796875,36818.23046875,43862.921875,34885.658203125,20674.484375,20590.765625,19639.46484375,19942.2197265625,19935.90234375,19567.1982421875,19388.6357421875,26353.8974609375,25786.89453125,26502.3505859375,24934.2685546875,28272.8828125
2987,2987,293.1745340486852,11.329268292682933,0,0.7459126306163016,0.6978751042059691,0,0,1526.3441162109375,1208.40234375,2405.1934814453125,2926.096923828125,874.08642578125,873.10400390625,1808.7103881835938,1580.5099487304688,2085.6785888671875,1516.5223388671875,2061.1046142578125,1942.5533447265625,1406.7980346679688,2097.6858520507812,2489.7425537109375,2503.2188720703125,1170.6668701171875,2055.003662109375,1853.8698120117188,1805.96728515625,2034.6013793945312,877.8027954101562,2106.612548828125,1959.8084716796875,1741.7797241210938,1207.0010986328125,1798.9218139648438,2493.5890502929688,2056.9639892578125,1181.078125,705.0578002929688,785.9196166992188,1650.4780883789062,2064.7874145507812,1893.17919921875,18632.171264648438,1601.7725830078125,2004.1663818359375,1976.8822631835938,1199.0889892578125,2207.002685546875,1087.7001953125,1897.0361938476562,1010.9256591796875,2079.4479370117188,1946.3934326171875,2100.9445190429688,2249.386474609375,2158.8026123046875
2988,2988,619.2605704340324,10.251282051282049,0,0.05169548101045308,0.18425977112214556,0,0,0.0,0.0,0.0,0.0,0.0,258.6139221191406,0.0,491.83941650390625,0.0,267.528564453125,416.6170654296875,360.2024230957031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.50462341308594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.43392944335938,0.0,155.5711212158203,796.3548126220703,497.892578125,15968.454513549805,189.4412384033203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0859375,213.72500610351562,0.0,0.0
2994,2994,278.8788327397527,1.1614864864864842,0,1.1364567855333348e-14,0.7517428008294392,0,0,2487.147216796875,3720.1646728515625,4947.777099609375,6128.490966796875,7980.1025390625,8635.542236328125,9063.12646484375,7563.9228515625,8043.259033203125,6641.51171875,6813.7841796875,7844.521728515625,6122.976806640625,1123.408447265625,3536.04736328125,4717.92431640625,6446.694091796875,6896.32861328125,8066.441650390625,8004.31640625,7432.94873046875,7022.67333984375,12864.06396484375,16186.80615234375,15922.5205078125,2620.57568359375,3721.034423828125,5110.0782470703125,6482.001220703125,7427.565185546875,9143.05029296875,7829.44482421875,7364.676513671875,12404.516845703125,14191.54833984375,19025.88623046875,17642.1376953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,2996,966.996084885387,1.6055555555555574,0,0.8424602175168331,0.5546459903659506,0,0,1992.8314819335938,1017.885009765625,2035.6248168945312,1840.9545288085938,965.9833984375,3073.888916015625,575.9049682617188,5339.228271484375,1423.8787841796875,4991.71337890625,5434.472412109375,5081.9931640625,1334.4775390625,2476.8994140625,2556.537841796875,2233.98876953125,2646.563232421875,2324.50830078125,2134.3839111328125,2403.9136962890625,7187.226318359375,3548.956298828125,7215.22412109375,6846.758056640625,6974.017333984375,2679.9244384765625,2350.7744140625,2435.98486328125,2374.0751953125,2392.451416015625,4241.2833251953125,2455.3673095703125,6595.360595703125,10192.084228515625,10638.43505859375,14223.3408203125,7732.63232421875,3304.927001953125,3023.6732177734375,3185.0899658203125,3123.6031494140625,3249.5076904296875,3001.50341796875,3356.8798828125,5663.70458984375,5173.092529296875,5075.9912109375,4731.7314453125,6335.53759765625
2997,2997,966.9970831154793,3.3687763713080163,0,0.9699473927105419,0.890687308769364,0,0,2134.6132202148438,2554.3536376953125,2188.583984375,2051.6293334960938,1835.6454467773438,4201.47998046875,1562.1524047851562,6642.447998046875,1491.4948120117188,6484.316650390625,6592.402587890625,6002.744140625,1369.00341796875,2147.0479736328125,2163.752685546875,1959.6325073242188,2365.167236328125,1999.2495727539062,1651.392822265625,1810.1839599609375,6354.106201171875,1735.084228515625,5797.21728515625,5338.37548828125,5598.945556640625,2400.1138916015625,1097.6455078125,2278.2822265625,2101.8184814453125,2148.4063720703125,3383.0457153320312,1868.1398315429688,6163.35986328125,7707.309814453125,7254.605224609375,12704.92041015625,5474.822509765625,2036.0308227539062,2278.8575439453125,2144.1348876953125,2218.223876953125,2226.1396484375,696.2236938476562,1058.19482421875,6512.749267578125,6527.71044921875,6294.380859375,6368.949951171875,6984.718017578125
3001,3001,195.8098491844273,3.748117154811718,0,1.0352339014914451,0.7768388212695876,0,0,1050.1353759765625,3088.8427734375,2606.3568115234375,2162.826171875,3289.559326171875,3947.373046875,3449.8775634765625,7158.05419921875,3689.453369140625,6781.76904296875,7364.98291015625,8017.938232421875,2676.273681640625,1985.6943969726562,2847.0718994140625,2558.1719970703125,3081.9930419921875,2234.342529296875,3215.253173828125,3867.533447265625,12862.00048828125,3724.2816162109375,6011.483642578125,6903.723388671875,7390.215576171875,2352.934326171875,1348.3367919921875,1189.1165771484375,1863.8567504882812,2437.6944580078125,3467.994140625,3787.9156494140625,5026.103515625,11770.68603515625,9490.33251953125,12029.994384765625,5333.60498046875,5510.406494140625,5908.51416015625,7583.063720703125,4667.83642578125,4147.6737060546875,5661.905029296875,5844.972900390625,4264.0362548828125,3264.2646484375,4973.2724609375,5670.7958984375,2950.7393798828125
3002,3002,241.19330973712945,11.961963190184065,0,1.0116182201771542,0.6736062912426807,0,0,0.0,1921.469482421875,3480.8973388671875,2172.537353515625,1272.6016845703125,3741.646240234375,1855.5177001953125,5782.4251708984375,0.0,4633.999755859375,5691.3187255859375,4669.9735107421875,2449.0447998046875,1929.3182373046875,4298.66357421875,2307.356689453125,0.0,1600.5325927734375,1322.6314697265625,0.0,1228.913330078125,0.0,4519.583740234375,2412.826904296875,2139.9454956054688,1735.1605224609375,3872.576416015625,4842.2041015625,4795.597412109375,0.0,2594.73193359375,0.0,4383.75,8463.434814453125,5642.79150390625,12358.916259765625,2819.4290771484375,3265.9803466796875,3178.21484375,1488.3330078125,3056.8946533203125,1529.388427734375,1371.9700927734375,1400.7017822265625,5402.57470703125,4703.682373046875,4774.5609130859375,4556.7205810546875,2330.7843017578125
3004,3004,195.80982208251953,3.4548523206750987,0,0.9609531894528683,0.7616832221775124,0,0,1823.2794189453125,2566.2520751953125,2299.01513671875,2157.9266967773438,2824.9471435546875,3836.619384765625,3032.82421875,6216.78564453125,3572.635986328125,6180.22314453125,6668.650634765625,7085.440185546875,2491.8458251953125,884.7044067382812,2288.356689453125,2416.189208984375,2597.417236328125,1913.8621826171875,3155.411376953125,3511.5909423828125,11395.4990234375,3519.2109375,5209.19970703125,6602.18798828125,5773.27880859375,1937.4547729492188,1142.5528564453125,1338.007568359375,1892.9161987304688,1129.366943359375,2748.9571533203125,3394.4632568359375,4151.3685302734375,10138.390380859375,8133.316162109375,10575.3154296875,4730.1439208984375,4593.991455078125,4021.7181396484375,6336.13916015625,3715.1827392578125,3373.477294921875,5273.896728515625,4671.427734375,3249.70849609375,2906.1561279296875,4171.57275390625,3706.4144287109375,2306.248046875
3005,3005,195.80992086831625,3.8952380952380867,0,1.1243099093384517,0.7672895148362944,0,0,0.0,1842.12158203125,2514.8338623046875,2155.3800048828125,3104.115966796875,3937.2763671875,3449.8775634765625,7158.05419921875,3588.8892822265625,6781.76904296875,7364.98291015625,8017.938232421875,2661.2291259765625,0.0,0.0,2523.5203857421875,3081.9930419921875,2140.7123413085938,3155.6434326171875,3521.6046142578125,12862.00048828125,3724.2816162109375,5655.0146484375,6903.723388671875,7390.215576171875,0.0,0.0,1051.4656982421875,1724.93017578125,2428.6430053710938,3467.994140625,3787.9156494140625,5026.103515625,11770.68603515625,9490.33251953125,10935.760009765625,5333.60498046875,5356.581787109375,5908.51416015625,7401.435302734375,4498.587646484375,4069.1934814453125,5661.905029296875,5702.17138671875,4169.896728515625,3264.2646484375,4920.9296875,5670.7958984375,2950.7393798828125
3006,3006,195.8099941125437,4.018907563025213,0,1.075635217924218,0.7755108810594015,0,0,915.3685302734375,2858.3072509765625,3070.4342041015625,2081.400634765625,2869.3353271484375,3744.861572265625,3520.5281982421875,7215.47509765625,3468.673583984375,6781.76904296875,7740.43896484375,7825.46435546875,2985.5035400390625,1030.6802978515625,2601.0533447265625,2612.4981689453125,3081.9930419921875,2140.7123413085938,3158.4085693359375,3543.79248046875,13002.186767578125,3869.5574951171875,6177.260009765625,7208.305908203125,7517.131591796875,855.02001953125,1095.1025390625,1238.0445556640625,1870.949951171875,2213.2994384765625,3435.6358642578125,3787.9156494140625,5026.103515625,12138.188720703125,9490.33251953125,10931.241455078125,5616.137451171875,5604.625244140625,6351.04345703125,7643.500732421875,4796.081298828125,3942.3406982421875,6031.133544921875,5374.931884765625,4532.882568359375,3553.861328125,4882.6806640625,5324.9873046875,3080.35888671875
3008,3008,168.97351786923505,2.1485596707818955,0,1.8246020630536355,0.9866321880121166,0,0,23777.826171875,29509.01171875,17424.103515625,17514.46875,9735.5625,9416.447265625,9074.8486328125,12114.9765625,8499.357421875,10544.7666015625,12854.46923828125,10976.337890625,8675.15234375,21789.744140625,24707.943359375,14056.017578125,12757.8681640625,9523.63134765625,9509.5908203125,10104.2861328125,12539.873046875,10334.9736328125,11768.23486328125,13917.390625,13540.72216796875,23174.4169921875,23253.189453125,14275.15771484375,12228.412109375,9313.54345703125,10027.77197265625,10016.99853515625,12313.19921875,10595.634765625,12273.18994140625,14790.8916015625,12175.6953125,42494.88671875,44476.90625,43267.818359375,46170.970703125,49298.16796875,46744.482421875,48473.71875,56916.19140625,56016.134765625,45372.490234375,53957.5390625,47531.58984375
3009,3009,195.8114805930902,7.1400826446280945,0,1.7874622822865534,0.734068814046732,0,0,1673.2811279296875,1917.4243774414062,1400.0316162109375,1136.0563354492188,1720.8384399414062,1964.018310546875,1764.4493408203125,3694.6317138671875,1925.3099975585938,3481.866455078125,5128.215087890625,3536.70947265625,1029.0693664550781,1910.9410400390625,2116.0059814453125,1390.9908447265625,1159.510498046875,1555.984130859375,1928.423095703125,1931.2535400390625,5721.813171386719,2211.1988525390625,2683.7243041992188,3066.92333984375,2812.1727294921875,1971.7857055664062,1646.9677734375,1458.3466796875,1117.1172485351562,1174.142822265625,1750.0393676757812,2072.8140258789062,2332.19287109375,7087.200439453125,5825.042724609375,9052.574340820312,2480.912109375,4174.775146484375,3547.821044921875,4583.755615234375,3998.6741943359375,4874.503173828125,6302.217529296875,5720.4462890625,5948.9892578125,4234.1785888671875,5786.513916015625,5755.955322265625,4467.823486328125
3011,3011,197.8084443331746,7.748559670781894,0,2.019778571433588,0.7024478945206059,0,0,1756.871826171875,2033.4601440429688,1167.9798278808594,1143.5950317382812,1594.1160278320312,2027.3233642578125,1470.233642578125,3650.15234375,1505.5066528320312,2938.657958984375,4369.0531005859375,3207.59912109375,814.758056640625,2135.1681518554688,2091.3587036132812,1289.482666015625,1225.083251953125,1278.6004638671875,1649.9015502929688,1836.1536865234375,4933.798156738281,1941.4288330078125,2362.7628173828125,2269.6309814453125,2352.0054321289062,2194.244873046875,1510.3869018554688,1082.0870971679688,1139.2820434570312,1461.1121215820312,1580.7018432617188,1848.2469482421875,2075.0386352539062,6953.9200439453125,5283.1749267578125,8749.100952148438,2025.825927734375,4063.1256103515625,3221.33935546875,4037.3428955078125,3958.97021484375,5690.139404296875,6490.0693359375,5649.102294921875,6445.691162109375,5127.19482421875,6174.2880859375,5669.97265625,5347.162841796875
3012,3012,96.97155450891566,1.2037037037037015,0,0.366363102496733,0.9654953382470316,0,0,14743.115234375,24714.5859375,18436.9072265625,13996.1728515625,64199.2734375,44531.6640625,68409.9296875,17026.33056640625,60271.943359375,13380.416015625,15310.38037109375,12487.82421875,26889.201171875,14730.1962890625,15281.0009765625,14338.45703125,18540.1240234375,41788.8671875,60984.328125,44916.642578125,36862.783203125,57223.62890625,33639.00390625,29686.435546875,41692.693359375,16566.0419921875,26888.53125,20815.919921875,29954.41015625,35497.4716796875,45137.939453125,68276.24609375,23856.19140625,17421.33154296875,15889.28076171875,22551.07763671875,21601.6640625,10576.716796875,9469.36083984375,9855.4150390625,10912.45703125,13208.109375,12384.4248046875,12262.9814453125,11123.61669921875,12661.7705078125,10868.1220703125,8508.0546875,16313.5546875
3013,3013,533.2240549723307,9.666666666666666,0,3.002508752840723e-13,8.203132761998929e-12,0,0,0.0,0.0,0.0,0.0,0.0,116.96045684814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.7032775878906,123.125,7598.4873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,3015,253.1413744539828,10.238378378378387,0,0.8503722462313955,0.7531008200495432,0,0,1073.3290405273438,0.0,0.0,1022.7970275878906,1091.7022399902344,818.6607055664062,951.4936218261719,1713.0145263671875,1023.2265014648438,1519.922607421875,1494.2254028320312,1446.0372314453125,543.0416564941406,1481.8907470703125,1177.8255615234375,1209.33154296875,1103.480224609375,1279.310302734375,0.0,496.02294921875,1661.7778930664062,609.2955932617188,1505.57958984375,1502.4773559570312,1416.1046752929688,616.4388427734375,469.5833435058594,568.993408203125,648.569091796875,0.0,1262.4060363769531,0.0,1231.4475708007812,1884.3204956054688,1446.1519775390625,8123.72998046875,1431.835205078125,1507.1192626953125,0.0,1077.6855773925781,1169.515625,1454.5614624023438,0.0,0.0,1548.7667846679688,1629.8112182617188,1500.7186889648438,1665.7756958007812,1680.63232421875
3020,3020,143.10646760414656,10.167489711934174,0,1.2236111534610583,0.8802057107071523,0,0,4628.41357421875,3576.4849853515625,3886.6357421875,5306.1435546875,2755.057373046875,4856.6700439453125,2882.9984130859375,9206.788330078125,2913.551025390625,8908.887451171875,8667.974609375,8089.6552734375,1566.6608276367188,5572.211181640625,5595.171630859375,5536.51171875,4775.4388427734375,3359.47119140625,3070.049072265625,3120.65380859375,10734.232421875,3429.5281982421875,9355.369384765625,7585.574462890625,8068.13330078125,6144.319091796875,2959.4537353515625,4041.7967529296875,3521.4893798828125,2886.3712158203125,4617.7691650390625,2877.986328125,9421.9599609375,8022.536376953125,9531.029296875,9897.033203125,6918.299072265625,3748.8385009765625,4130.439697265625,3288.8790283203125,3679.6934814453125,3134.1756591796875,3258.585205078125,2993.464111328125,14294.2890625,12050.2265625,10034.04638671875,11773.556640625,13904.32568359375
3025,3025,349.30870056152344,0.2,0,1.7935225745587444e-13,0.12527407243685798,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0247802734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.59326171875,1460.766845703125,5552.12744140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,3029,161.0757449467977,2.309722222222223,0,1.5928586022680512e-14,0.2213948528803324,0,0,0.0,0.0,0.0,0.0,0.0,4759.32861328125,2011.5618896484375,11017.3359375,0.0,11651.23095703125,9555.27783203125,10011.46435546875,7586.915771484375,0.0,0.0,0.0,0.0,2586.07421875,4744.21533203125,3143.003662109375,16946.9921875,10976.35546875,14586.67822265625,15061.0986328125,15116.9287109375,0.0,0.0,0.0,0.0,0.0,6535.6636962890625,0.0,13048.44775390625,12237.00146484375,12377.0927734375,10304.22802734375,13008.7275390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,3030,174.98997566916725,1.2075757575757589,0,5.79015888506622e-14,0.7442491604549507,0,0,0.0,0.0,0.0,3278.8399658203125,0.0,0.0,0.0,5407.69873046875,1828.196044921875,0.0,6195.064208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.910888671875,2410.544677734375,7868.883544921875,0.0,0.0,4471.796875,0.0,0.0,0.0,0.0,0.0,0.0,1949.741943359375,3822.4378662109375,6591.16259765625,3677.747314453125,0.0,9222.4140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,3032,153.86889824500452,1.2576923076923079,0,1.5914695780060665e-13,5.868951365022317e-13,0,0,0.0,0.0,0.0,0.0,0.0,567.470458984375,0.0,1164.4853515625,0.0,405.03314208984375,1096.76318359375,792.1205444335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.29412841796875,0.0,254.06585693359375,11717.859497070312,1312.291015625,1452.890869140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,3033,157.1218674585162,11.704526748971187,0,0.825181301046451,0.88494198801996,0,0,8202.148681640625,6571.998779296875,6618.231201171875,9485.705078125,6748.327392578125,6228.517822265625,6505.01171875,6812.644775390625,6501.91064453125,5804.75390625,6695.994140625,5979.4609375,3392.4239501953125,7958.42724609375,8052.11962890625,10238.62255859375,7685.570068359375,6203.356201171875,6283.452880859375,6496.72314453125,5257.037353515625,6496.179443359375,4833.322509765625,4938.681396484375,5036.839599609375,9104.50732421875,5675.042724609375,7878.85205078125,6201.851806640625,6293.19677734375,5609.96484375,6244.654296875,5192.83935546875,13918.58203125,9009.443115234375,18826.389892578125,5031.591796875,6353.641357421875,6677.405029296875,6023.490234375,6668.21875,6026.4462890625,6482.486328125,6940.361572265625,5489.221435546875,6295.620361328125,5819.3671875,5292.1064453125,5565.552978515625
3035,3035,195.81111550036772,6.0695473251028815,0,1.8949400708246178,0.7176945776917157,0,0,1987.7489013671875,2527.8262939453125,1747.35400390625,1321.8366088867188,1963.7328491210938,2381.5033569335938,1995.973388671875,4787.80322265625,2382.459228515625,4797.551025390625,6240.0810546875,5691.664794921875,1626.6585693359375,2258.4359130859375,2727.0142822265625,1689.1949462890625,1677.2769165039062,1521.8987426757812,2506.6934814453125,2396.27490234375,7765.91796875,2503.6812744140625,4314.635986328125,4766.96142578125,4691.78515625,2516.6964111328125,2053.6264038085938,1268.9297485351562,1415.9808349609375,1484.5059204101562,3619.1651611328125,2461.80908203125,3094.52197265625,10727.679443359375,9115.328857421875,12678.759033203125,4079.6129150390625,6903.096923828125,5755.504150390625,7248.01806640625,5430.970458984375,6462.35498046875,9126.29150390625,8467.4072265625,8105.472900390625,6876.784912109375,9185.16650390625,8681.76708984375,6190.594970703125
3036,3036,241.19163551490178,11.423012552301294,0,0.98029663954772,0.729625403340629,0,0,2874.1705322265625,3407.7879638671875,13679.4189453125,4669.68212890625,3432.634033203125,7090.380859375,3354.0321044921875,8678.777221679688,2999.1414794921875,6762.3182373046875,8546.5947265625,5290.2545166015625,2401.9288330078125,3059.7301025390625,3408.814453125,4429.255615234375,2712.2022705078125,2937.52294921875,2723.725341796875,3183.988525390625,3333.0184326171875,3241.4339599609375,5692.992431640625,2820.5950927734375,1700.35205078125,4023.626953125,3231.42041015625,3728.826904296875,2942.37890625,2994.954833984375,5891.1351318359375,3344.39599609375,6109.2193603515625,12709.82666015625,8836.129028320312,9572.7412109375,3415.9612426757812,3001.816650390625,2911.929931640625,3085.2098388671875,2806.125732421875,3144.646240234375,3111.7449951171875,2894.42333984375,6897.2225341796875,7453.2589111328125,7248.0118408203125,6282.57666015625,3140.4432373046875
3037,3037,195.81113440117227,6.243621399176957,0,2.010177805173899,0.7397399757385841,0,0,1866.6209106445312,2278.1566162109375,1549.887939453125,1264.6113891601562,1803.3118896484375,2178.8763427734375,1771.7423095703125,4787.80322265625,2154.1122436523438,4209.871826171875,6252.158203125,4791.71484375,1470.5810546875,2223.75732421875,2436.81640625,1727.5797119140625,1621.5167846679688,1571.6836547851562,2148.07568359375,2295.16552734375,7445.679931640625,2349.1634521484375,3843.9710693359375,4653.214111328125,4224.8038330078125,2440.053466796875,1813.5872192382812,1293.6342163085938,1329.3121337890625,1398.8753051757812,2121.1824951171875,2585.307373046875,2838.247802734375,9986.42578125,7961.447998046875,12392.58984375,3902.7684326171875,5997.563720703125,5399.384033203125,7075.850341796875,5448.082763671875,6446.470458984375,8855.19384765625,7871.654541015625,8700.32763671875,7034.23828125,9280.75927734375,8796.8505859375,6139.207763671875
